passengerId,Longest_Run
1340,12
3926,12
4020,12
2159,12
4066,12
2030,12
7825,12
1015,12
3292,12
5792,12
1868,12
3002,12
6857,12
637,12
2935,12
6570,12
446,12
1498,12
10446,12
3169,12
3356,12
9696,12
9742,12
443,12
7508,12
5408,12
4329,12
5615,12
7526,12
928,12
6478,12
10004,12
1001,12
1230,12
9101,12
2851,12
7463,12
5798,12
7540,12
8348,12
9280,12
3343,12
5696,12
771,12
3518,12
2012,12
2462,12
5922,12
8461,12
1333,12
1715,12
8093,12
3297,12
4473,12
9997,12
289,12
356,12
3551,12
10308,12
10454,12
6372,12
6758,12
9688,12
795,12
3994,12
4554,12
5027,12
5958,12
8197,12
1709,12
6823,12
1853,12
4053,12
8810,12
4069,12
5479,12
411,12
1038,12
7336,12
1801,12
3233,12
3716,12
4366,12
4972,12
352,12
3547,12
7608,12
3275,12
2285,12
3466,12
752,12
1782,12
2216,12
3307,12
809,12
1053,12
8732,12
2960,12
7776,12
75,12
7851,12
4339,12
5483,12
8735,12
712,12
859,12
2160,12
2432,12
3565,12
5116,12
8084,12
2503,12
2550,12
4990,12
378,12
7373,12
611,12
4449,12
865,12
7094,12
10229,12
9030,12
3735,12
3178,12
3223,12
7801,12
1472,12
4152,12
8956,12
1972,12
8017,12
11957,12
7153,12
344,12
2303,12
2773,12
2411,12
2476,12
4468,12
10460,12
3665,12
5377,12
5414,12
5491,12
6054,12
7243,12
135,12
2124,12
6575,12
7502,12
2162,12
7007,12
3107,12
5734,12
9665,12
5487,12
1004,12
1449,12
5873,12
3503,12
4628,12
5459,12
7636,12
2869,12
5533,12
8539,12
1371,12
8320,12
3491,12
7579,12
2325,12
4711,12
311,12
10085,12
4677,12
4674,12
1429,12
2500,12
2676,12
7627,12
1013,12
4019,12
4430,12
4982,12
11166,12
1044,12
1762,12
2501,12
2626,12
8235,12
1424,12
4373,12
7747,12
468,12
643,12
7811,12
7565,12
4178,12
5530,12
701,12
4607,12
7505,12
954,12
9460,12
1342,11
1591,11
6357,11
7253,11
7754,11
7833,11
2563,11
6773,11
8803,11
1303,11
1903,11
4391,11
6622,11
7850,11
8222,11
3220,11
3876,11
4042,11
5074,11
5482,11
7120,11
4294,11
4307,11
53,11
970,11
3657,11
857,11
1533,11
2479,11
2625,11
5529,11
1417,11
4182,11
4798,11
683,11
1700,11
5962,11
1183,11
3043,11
2683,11
5592,11
10015,11
1064,11
1752,11
9687,11
10354,11
11041,11
7321,11
8006,11
332,11
1493,11
2610,11
2754,11
4919,11
271,11
908,11
3123,11
3528,11
2601,11
4025,11
4610,11
5080,11
7711,11
8326,11
4523,11
5422,11
3260,11
8355,11
578,11
3216,11
8270,11
10227,11
707,11
822,11
3546,11
4090,11
5905,11
9653,11
1886,11
4336,11
230,11
625,11
4280,11
8005,11
11353,11
8037,11
1505,11
8399,11
11513,11
1456,11
6326,11
7890,11
827,11
2109,11
2306,11
6946,11
618,11
694,11
1586,11
7902,11
10377,11
291,11
1774,11
660,11
7346,11
8025,11
3059,11
10046,11
3622,11
3861,11
4315,11
2600,11
8158,11
3172,11
4450,11
1822,11
218,11
2536,11
9991,11
2433,11
10937,11
5777,11
9749,11
3549,11
4013,11
4202,11
6878,11
867,11
1783,11
5325,11
6053,11
4645,11
11011,11
10536,11
2560,11
3690,11
5510,11
1026,11
5246,11
6088,11
9505,11
6032,11
7506,11
12323,11
2177,11
3012,11
4846,11
9816,11
10306,11
1499,11
3759,11
7220,11
545,11
620,11
871,11
4226,11
266,11
2458,11
2803,11
6541,11
7832,11
9623,11
4543,11
2072,11
3677,11
5546,11
4927,11
9015,11
2571,11
2844,11
8385,11
4237,11
4483,11
5917,11
780,11
5738,11
9351,11
1521,11
7549,11
9659,11
117,11
1225,11
936,11
1692,11
2220,11
7319,11
9513,11
1321,11
1452,11
8390,11
347,11
7014,11
1253,11
5420,11
511,11
1052,11
2565,11
1947,11
5094,11
4967,11
5509,11
7727,11
10799,11
358,11
2620,11
3637,11
3907,11
5048,11
675,11
1950,11
3609,11
5869,11
6019,11
6523,11
9951,11
383,11
2241,11
2336,11
2468,11
7393,11
61,11
461,11
5404,11
993,11
4717,11
6532,11
8137,11
10758,11
1696,11
1858,11
2401,11
3839,11
8556,11
202,11
3420,11
3298,11
4285,11
10909,11
324,11
5067,11
7515,11
8566,11
9114,11
11296,11
2244,11
2269,11
5741,11
11767,11
2720,11
1865,11
2271,11
6707,11
3065,11
8194,11
4184,11
4274,11
6874,11
1377,11
1539,11
3934,11
5575,11
7605,11
9466,11
1643,11
2174,11
2561,11
4650,11
4897,11
6089,11
9524,11
229,11
960,11
4444,11
5503,11
5923,11
6369,11
7872,11
8202,11
5319,11
10837,11
1779,11
2993,11
4646,11
5556,11
6003,11
930,11
3443,11
4054,11
6567,11
6848,11
719,11
2440,11
2959,11
3465,11
4731,11
5418,11
1076,11
2665,11
4682,11
5596,11
7713,11
10757,11
877,11
1432,11
624,11
1365,11
1662,11
4109,11
1531,11
1849,11
2214,11
10541,11
627,11
2097,11
3662,11
4058,11
7799,11
439,11
1229,11
8383,11
794,11
994,11
2119,11
3090,11
5451,11
5788,11
11089,11
4253,11
7836,11
8398,11
9057,11
11548,11
11676,11
448,11
8252,11
1020,11
2258,11
5035,11
6418,11
7350,11
9828,11
1607,11
1746,11
4260,11
4497,11
6064,11
12299,11
239,11
1356,11
3361,11
5058,11
3193,11
2498,11
4687,11
7656,11
1007,11
3597,11
4761,11
9386,11
3855,11
4932,11
3998,11
4814,11
8180,11
8960,11
293,11
2290,11
4969,11
793,11
10067,11
759,11
3463,11
4670,11
10858,11
1325,11
2719,11
5410,11
249,11
2992,11
5138,11
7626,11
7706,11
3317,11
3760,11
5101,11
6769,11
889,11
3492,11
6807,11
816,11
3851,11
5613,11
5850,11
6858,11
2689,11
4278,11
6159,11
3693,11
7511,11
10938,11
2529,11
1666,11
4255,11
2207,11
3106,11
477,11
1423,11
4063,11
11137,11
2541,11
4563,11
528,11
4945,11
5757,11
9063,11
3064,11
1465,11
1911,11
2868,11
3303,11
3385,11
3477,11
5390,11
8268,11
256,11
2573,11
4791,11
2472,11
3077,11
4072,11
622,11
3553,11
469,11
1282,11
2088,11
3311,11
3896,11
6783,11
3396,11
3493,11
6585,11
724,11
4170,11
5464,11
6903,11
8541,11
953,11
4675,11
1511,11
3957,11
4551,11
574,11
1281,11
2816,11
3230,11
3432,11
3977,11
9956,11
7185,11
7403,11
9000,11
11896,11
913,11
726,11
4316,11
6733,11
6881,11
10357,11
3380,11
3642,11
5955,11
8729,11
3238,11
3873,11
6580,11
147,11
6310,11
1430,11
3442,11
4609,11
1693,11
1728,11
10548,11
1753,11
1992,11
5944,11
9661,11
7582,11
8403,11
119,11
3286,11
778,11
2974,11
3968,11
6516,11
6208,11
529,11
2276,11
3483,11
4556,11
6652,11
9017,11
3299,11
4988,11
5584,11
6111,11
9400,11
313,11
652,11
901,11
1202,11
2696,11
682,11
915,11
1012,11
2465,11
3312,11
9924,11
10179,11
873,11
4904,11
7834,11
681,11
2423,11
996,11
3524,11
5721,11
7246,11
7679,11
9704,11
7507,11
947,11
3874,11
4330,11
6352,11
9381,11
1097,11
4121,11
3368,11
5435,11
5477,11
2182,11
7770,11
7043,11
13637,11
1009,11
2746,11
4484,11
1476,11
2457,11
3910,11
5911,11
6047,11
148,10
1829,10
3175,10
5518,10
5803,10
9376,10
9465,10
12940,10
1460,10
3226,10
1322,10
1352,10
5984,10
9383,10
1884,10
1975,10
3490,10
1223,10
2249,10
4957,10
6154,10
255,10
2247,10
2559,10
3631,10
6864,10
8229,10
8450,10
10128,10
1016,10
1808,10
5920,10
8664,10
9258,10
9867,10
1160,10
10435,10
2173,10
4713,10
5375,10
5383,10
5571,10
8350,10
11478,10
1525,10
1561,10
4418,10
1404,10
2225,10
3235,10
7602,10
874,10
3611,10
4896,10
2079,10
2180,10
2522,10
3445,10
8116,10
8514,10
2905,10
4083,10
1030,10
1034,10
1156,10
1974,10
5895,10
2752,10
9366,10
1871,10
2032,10
3127,10
4695,10
5505,10
3133,10
3411,10
5095,10
5212,10
5586,10
5759,10
6437,10
8329,10
7192,10
8826,10
2169,10
2644,10
5606,10
8290,10
1056,10
4899,10
6810,10
7020,10
9601,10
11282,10
738,10
2701,10
3990,10
3865,10
3912,10
10728,10
663,10
1077,10
2127,10
3184,10
4389,10
10760,10
2031,10
3586,10
3888,10
4177,10
8280,10
1332,10
1796,10
2725,10
7919,10
8427,10
8917,10
9723,10
3689,10
7551,10
5042,10
5516,10
11026,10
2181,10
4459,10
5084,10
9059,10
11273,10
2549,10
8621,10
1300,10
5162,10
6394,10
3104,10
3336,10
3919,10
4822,10
6116,10
8010,10
3940,10
1311,10
5450,10
7898,10
8751,10
774,10
6099,10
9340,10
704,10
3636,10
3970,10
4663,10
6720,10
10871,10
797,10
10613,10
11180,10
896,10
1391,10
2786,10
5811,10
1812,10
3593,10
8208,10
9076,10
10407,10
11050,10
212,10
4614,10
5204,10
5336,10
6813,10
1616,10
6112,10
7616,10
1399,10
1608,10
4288,10
8238,10
9476,10
10497,10
6759,10
86,10
11142,10
11332,10
205,10
2158,10
2699,10
7660,10
8185,10
998,10
9309,10
328,10
1627,10
6764,10
8784,10
429,10
3764,10
4562,10
283,10
7470,10
8896,10
340,10
431,10
1021,10
1335,10
1670,10
4564,10
5564,10
12358,10
3120,10
5551,10
10104,10
10802,10
10899,10
12981,10
5553,10
8548,10
9834,10
6978,10
7657,10
10458,10
1146,10
2651,10
3209,10
3858,10
3049,10
3534,10
4125,10
7532,10
4832,10
7868,10
9977,10
732,10
5626,10
6160,10
2203,10
3894,10
4529,10
6261,10
7191,10
7601,10
9385,10
4212,10
7914,10
8563,10
10266,10
10394,10
1436,10
2554,10
3635,10
3947,10
4204,10
9046,10
9539,10
11070,10
3930,10
6906,10
10083,10
13221,10
415,10
2176,10
5702,10
8824,10
1186,10
2153,10
6141,10
1490,10
2987,10
3931,10
9906,10
11073,10
554,10
8288,10
8557,10
309,10
1326,10
3943,10
4017,10
7870,10
10954,10
455,10
2569,10
4393,10
4647,10
5572,10
1151,10
1827,10
2346,10
2545,10
7148,10
2385,10
3612,10
4037,10
5446,10
9992,10
11123,10
1470,10
2841,10
9031,10
9610,10
12173,10
1330,10
1654,10
5166,10
8196,10
2732,10
5411,10
9066,10
1073,10
4933,10
8102,10
2534,10
2556,10
9355,10
11136,10
316,10
3163,10
3784,10
10740,10
486,10
1966,10
3471,10
6512,10
8297,10
891,10
4059,10
8117,10
3902,10
4946,10
7774,10
4593,10
5661,10
8262,10
9282,10
3615,10
5800,10
7451,10
8904,10
3300,10
5943,10
10690,10
1850,10
10212,10
761,10
7139,10
8596,10
8979,10
4075,10
5767,10
6138,10
9256,10
10479,10
2273,10
4223,10
7379,10
7650,10
7995,10
8299,10
1438,10
1789,10
2202,10
4440,10
1735,10
3563,10
3971,10
7724,10
3513,10
4613,10
7638,10
494,10
2111,10
5795,10
9294,10
2581,10
6344,10
9738,10
9766,10
9859,10
10024,10
3889,10
4044,10
5662,10
687,10
5925,10
10722,10
1169,10
4939,10
791,10
1041,10
1287,10
5022,10
5808,10
10473,10
3154,10
11175,10
130,10
9259,10
5072,10
8014,10
10496,10
247,10
7620,10
565,10
3777,10
4010,10
5549,10
5799,10
7883,10
585,10
1837,10
7076,10
5304,10
5355,10
9875,10
821,10
1297,10
3052,10
5393,10
8424,10
467,10
1200,10
4035,10
7535,10
8671,10
8965,10
524,10
5092,10
5885,10
7477,10
8073,10
2358,10
5260,10
6809,10
1638,10
4008,10
5653,10
8995,10
3101,10
3707,10
8400,10
10465,10
11528,10
3526,10
7200,10
7862,10
10453,10
2226,10
4981,10
9127,10
11416,10
4292,10
4673,10
6730,10
1214,10
3807,10
4722,10
10525,10
4052,10
5989,10
8223,10
9634,10
11066,10
1611,10
3618,10
5356,10
6535,10
9019,10
1320,10
1667,10
7951,10
1447,10
2722,10
2793,10
9600,10
4404,10
7827,10
11300,10
80,10
1528,10
5497,10
11472,10
12371,10
2672,10
6565,10
1368,10
2033,10
3974,10
4862,10
5733,10
8295,10
9954,10
1078,10
3290,10
2234,10
2715,10
10753,10
730,10
5434,10
5978,10
11651,10
95,10
740,10
2669,10
6843,10
7163,10
7318,10
226,10
789,10
5368,10
1289,10
2125,10
2862,10
4841,10
6725,10
10244,10
1514,10
3847,10
6368,10
1548,10
866,10
5686,10
6507,10
1257,10
1308,10
2100,10
3302,10
4275,10
5779,10
5812,10
7195,10
1173,10
1631,10
3569,10
4696,10
6731,10
10384,10
10661,10
3237,10
4241,10
8386,10
8922,10
5855,10
11046,10
2530,10
10568,10
10616,10
141,10
341,10
899,10
1532,10
3992,10
4516,10
4746,10
5046,10
8463,10
11870,10
592,10
5438,10
5583,10
5747,10
4287,10
7544,10
7593,10
254,10
534,10
2427,10
6121,10
6349,10
1554,10
1842,10
3995,10
5587,10
8245,10
170,10
5963,10
2527,10
3544,10
5358,10
2151,10
2280,10
2430,10
2693,10
6468,10
7529,10
1573,10
2400,10
4541,10
6743,10
11730,10
1024,10
1794,10
4004,10
4268,10
6305,10
10784,10
3418,10
3903,10
4728,10
5815,10
10576,10
2221,10
2459,10
6242,10
2767,10
9910,10
10596,10
910,10
2263,10
5021,10
7671,10
8387,10
546,10
2478,10
3928,10
4089,10
8994,10
10516,10
4165,10
4514,10
6475,10
7307,10
3191,10
1563,10
5295,10
1106,10
9356,10
1437,10
1954,10
5060,10
9744,10
79,10
4856,10
8089,10
1070,10
3942,10
4665,10
5746,10
8050,10
9026,10
3737,10
6860,10
9049,10
12144,10
1819,10
5644,10
7668,10
1112,10
1652,10
2642,10
3186,10
7809,10
10175,10
4388,10
10778,10
8833,10
3005,10
3578,10
184,10
2766,10
4346,10
700,10
3176,10
5865,10
275,10
802,10
1376,10
5456,10
8542,10
10908,10
2586,10
3887,10
4341,10
4659,10
4810,10
7756,10
7777,10
9062,10
5419,10
11276,10
9500,10
716,10
864,10
2215,10
4179,10
8101,10
8920,10
1063,10
4744,10
5690,10
6061,10
9321,10
11074,10
949,10
1867,10
2645,10
4398,10
8289,10
9599,10
755,10
1928,10
2982,10
11095,10
11359,10
8190,10
841,10
2546,10
2973,10
5301,10
5566,10
11324,10
521,10
2184,10
4811,10
6524,10
11018,10
1656,10
2208,10
7624,10
8754,10
1138,10
2965,10
6306,10
6819,10
7874,10
1507,9
2387,9
2811,9
4161,9
7417,9
11280,9
2996,9
9517,9
10798,9
2259,9
3089,9
7098,9
879,9
1977,9
3561,9
5513,9
6962,9
12210,9
481,9
588,9
3028,9
3105,9
5995,9
6832,9
1466,9
2238,9
3691,9
6010,9
8927,9
9721,9
11014,9
918,9
5457,9
8146,9
9433,9
961,9
5934,9
375,9
876,9
1212,9
2797,9
4796,9
6689,9
11954,9
1863,9
3431,9
3661,9
5605,9
5771,9
9097,9
5417,9
7499,9
9562,9
10334,9
10371,9
11057,9
756,9
4153,9
6056,9
6737,9
11808,9
385,9
2662,9
4088,9
4637,9
6460,9
6953,9
8698,9
9217,9
1031,9
2463,9
4208,9
497,9
6855,9
10449,9
300,9
3151,9
3582,9
731,9
3403,9
3624,9
3626,9
5854,9
12582,9
688,9
2678,9
3346,9
3435,9
3595,9
10910,9
6011,9
9318,9
831,9
1269,9
1927,9
6865,9
7122,9
8822,9
8895,9
2322,9
4199,9
6831,9
10116,9
11823,9
2076,9
5448,9
7023,9
1085,9
2497,9
5238,9
6956,9
7556,9
8782,9
9712,9
10010,9
10368,9
2723,9
3548,9
3353,9
5069,9
5328,9
5465,9
5841,9
388,9
602,9
4591,9
5886,9
6896,9
8351,9
13781,9
409,9
4047,9
4227,9
4526,9
5765,9
7710,9
7742,9
7823,9
10684,9
11729,9
1824,9
2288,9
4387,9
6465,9
8220,9
9078,9
9413,9
10776,9
1961,9
2521,9
4203,9
4606,9
7080,9
7266,9
8846,9
12088,9
12146,9
3975,9
6071,9
6503,9
8851,9
232,9
6898,9
9988,9
599,9
3991,9
5478,9
6350,9
9247,9
2064,9
2284,9
4076,9
4384,9
4655,9
6960,9
10310,9
1055,9
1244,9
3293,9
3498,9
6515,9
3734,9
6560,9
7398,9
7560,9
7696,9
8015,9
305,9
355,9
696,9
3155,9
5354,9
6480,9
1723,9
2108,9
7367,9
10235,9
1382,9
1626,9
4524,9
6718,9
6778,9
6932,9
2760,9
3206,9
3421,9
3752,9
3798,9
3923,9
5879,9
9291,9
1595,9
2054,9
2614,9
2781,9
5499,9
7725,9
7768,9
10025,9
11917,9
1504,9
2780,9
2957,9
3208,9
4338,9
8587,9
52,9
2256,9
3754,9
7733,9
10975,9
1323,9
1770,9
2213,9
5082,9
5231,9
9157,9
9493,9
1682,9
3720,9
10833,9
852,9
4565,9
4672,9
4966,9
5016,9
5770,9
1082,9
2597,9
2879,9
7595,9
9833,9
308,9
1956,9
6416,9
6579,9
9052,9
9707,9
2391,9
2326,9
9980,9
10808,9
2681,9
4620,9
692,9
2712,9
3439,9
4314,9
6020,9
6171,9
11211,9
432,9
1273,9
8030,9
10000,9
11594,9
570,9
7028,9
7980,9
9660,9
10963,9
13215,9
966,9
2666,9
3932,9
4781,9
6086,9
6308,9
7559,9
3506,9
4603,9
559,9
2232,9
6994,9
7735,9
10017,9
1191,9
2245,9
2613,9
6181,9
6323,9
7703,9
4765,9
6043,9
7528,9
1930,9
11192,9
2128,9
2985,9
6529,9
6974,9
10767,9
11214,9
1232,9
7520,9
9305,9
9711,9
12506,9
2105,9
2515,9
2755,9
3257,9
8614,9
9964,9
1420,9
2930,9
5463,9
6833,9
6985,9
10447,9
419,9
3584,9
5054,9
5489,9
6304,9
7667,9
7859,9
8901,9
1128,9
1475,9
2856,9
4322,9
7831,9
8909,9
9858,9
641,9
4623,9
5594,9
11652,9
2743,9
4130,9
1252,9
3694,9
3762,9
154,9
1181,9
2150,9
6414,9
484,9
607,9
1035,9
2190,9
8474,9
10484,9
43,9
6479,9
9790,9
10442,9
7903,9
1045,9
5744,9
7641,9
10016,9
11939,9
2106,9
2257,9
2278,9
5941,9
6471,9
165,9
10350,9
854,9
1831,9
2036,9
5471,9
207,9
4930,9
6256,9
8023,9
8189,9
4113,9
5573,9
5946,9
7083,9
127,9
937,9
2932,9
3301,9
5409,9
7538,9
8365,9
1487,9
2567,9
3955,9
5632,9
2275,9
2887,9
3634,9
5372,9
7741,9
7842,9
8058,9
2826,9
3122,9
6006,9
7509,9
9765,9
17,9
1406,9
1520,9
4576,9
5137,9
5342,9
8269,9
9267,9
1967,9
2164,9
4023,9
4546,9
9095,9
505,9
1293,9
1403,9
6829,9
1211,9
5515,9
8246,9
695,9
6571,9
7653,9
8544,9
9394,9
594,9
3316,9
8373,9
11035,9
677,9
7665,9
12163,9
698,9
3102,9
6235,9
7846,9
9755,9
1451,9
8598,9
9994,9
10476,9
10561,9
733,9
1833,9
5630,9
8330,9
8446,9
11208,9
537,9
1096,9
2631,9
4916,9
5956,9
7268,9
1036,9
2495,9
3660,9
4215,9
4690,9
10261,9
2046,9
3505,9
3653,9
5511,9
5742,9
9973,9
757,9
3959,9
4313,9
10945,9
2937,9
3629,9
6816,9
7597,9
9303,9
23,9
3157,9
4002,9
5603,9
5797,9
1075,9
3800,9
5425,9
8581,9
8885,9
10424,9
11683,9
2576,9
4550,9
6385,9
648,9
2136,9
2988,9
4522,9
6388,9
6402,9
9271,9
10033,9
856,9
2199,9
7986,9
9156,9
9619,9
5683,9
7814,9
7180,9
7753,9
8169,9
956,9
3164,9
4011,9
4154,9
1381,9
2333,9
2705,9
4651,9
5376,9
5912,9
6102,9
9495,9
1388,9
1790,9
3188,9
8465,9
10431,9
10486,9
129,9
2951,9
9989,9
13819,9
1317,9
1742,9
2345,9
2790,9
3357,9
8228,9
10716,9
11396,9
234,9
1058,9
6347,9
10452,9
5522,9
5693,9
7099,9
8441,9
8520,9
395,9
779,9
1609,9
4344,9
6576,9
10573,9
10681,9
13163,9
509,9
8645,9
10509,9
814,9
1825,9
2769,9
4402,9
6120,9
7629,9
7721,9
8958,9
9993,9
13620,9
750,9
951,9
4087,9
5669,9
6752,9
10086,9
10620,9
6897,9
6899,9
8327,9
8368,9
4168,9
4272,9
5725,9
8233,9
9874,9
812,9
6763,9
11088,9
320,9
7510,9
11225,9
2901,9
4148,9
4370,9
4503,9
4586,9
5996,9
8276,9
3935,9
5426,9
7138,9
1389,9
3016,9
8174,9
245,9
4270,9
5201,9
8397,9
9083,9
1126,9
10731,9
10432,9
1558,9
3365,9
10812,9
10960,9
921,9
5207,9
121,9
2505,9
5635,9
6380,9
8584,9
11126,9
351,9
1592,9
6870,9
7060,9
697,9
1083,9
11712,9
482,9
2145,9
12497,9
3322,9
7563,9
9969,9
10023,9
1177,9
1587,9
3253,9
3599,9
3713,9
4678,9
5161,9
11084,9
12551,9
1283,9
2250,9
3246,9
5093,9
5111,9
5723,9
2870,9
6431,9
933,9
9064,9
9472,9
490,9
595,9
5352,9
8823,9
9179,9
1767,9
3877,9
4535,9
4815,9
6554,9
6815,9
1844,9
3979,9
5240,9
7547,9
9791,9
10401,9
2450,9
6409,9
9535,9
786,9
5508,9
5894,9
203,9
782,9
5175,9
7864,9
8349,9
751,9
2592,9
3532,9
5005,9
8553,9
